Country,Year,Wind,Solar,Other,Hydro
Africa,1965,0,0,0,13.90563517
Africa,1966,0,0,0,15.51000414
Africa,1967,0,0,0,16.19063636
Africa,1968,0,0,0,18.93834056
Africa,1969,0,0,0,22.10088962
Africa,1970,0,0,0,27.63042982
Africa,1971,0,0,0.164,26.0133909
Africa,1972,0,0,0.165,29.63319642
Africa,1973,0,0,0.17,31.34570755
Africa,1974,0,0,0.175,35.66707429
Africa,1975,0,0,0.172,37.71796997
Africa,1976,0,0,0.185,41.79763324
Africa,1977,0,0,0.189,45.92876812
Africa,1978,0,0,0.195,46.30693874
Africa,1979,0,0,0.201,49.56523298
Africa,1980,0,0,0.207,48.31178436
Africa,1981,0,0,0.218,50.19290606
Africa,1982,0,0,0.236,50.20623713
Africa,1983,0,0,0.23,45.24716006
Africa,1984,0,0,0.234,44.48997332
Africa,1985,0,0,0.269,49.44968505
Africa,1986,0,0,0.659,51.1453733
Africa,1987,0,0,0.658,49.05646031
Africa,1988,0,0,0.626,53.59345636
Africa,1989,0,0,0.617,56.27621477
Africa,1990,0,0,0.808,57.25465912
Africa,1991,0,0,0.824,60.65148841
Africa,1992,0,0,0.85425,57.86029168
Africa,1993,0.002,0,0.9397,56.68250727
Africa,1994,0.0054,0,0.837,57.59604857
Africa,1995,0.0063,0,1.0207,59.76887687
Africa,1996,0.0071,0,1.260093088,62.31645867
Africa,1997,0.0072,0,1.388640408,63.85249756
Africa,1998,0.0076,0,1.714549286,66.65488788
Africa,1999,0.0198,0,1.696124799,70.68426132
Africa,2000,0.1755,0.011941,2.269063158,75.24581662
Africa,2001,0.41558,0.01496,2.335352632,80.86411472
Africa,2002,0.443584,0.01787101,2.2864,85.18146813
Africa,2003,0.535599,0.02132901,2.6224,82.87260146
Africa,2004,0.768280505,0.02576101,2.978849535,87.40546926
Africa,2005,0.780382111,0.03067601,3.009669408,89.06573418
Africa,2006,0.852565606,0.03895701,3.770404784,92.24435301
Africa,2007,1.016223364,0.051533293,3.142048288,95.34056181
Africa,2008,1.311778131,0.073232202,3.267395686,97.15720925
Africa,2009,1.589230939,0.096152927,3.56272219,99.7611369
Africa,2010,2.284582434,0.21252075,3.825406558,107.4268326
Africa,2011,2.386503939,0.601454301,3.929656611,110.444821
Africa,2012,2.51563024,0.994443126,4.085024546,110.9523002
Africa,2013,3.593447303,0.78891014,4.4308941,117.6388464
Africa,2014,5.060072834,1.93770017,5.521055906,123.7267948
Africa,2015,8.910686283,3.592173384,7.191202122,120.1678361
Africa,2016,11.17637067,5.12019689,7.281251193,116.7188052
Africa,2017,12.4577741,6.902446607,7.653766329,125.8165222
Africa,2018,14.77072335,8.295433824,8.097891299,133.140498
Africa,2019,18.85772913,10.90690156,8.22808243,137.2155108
Africa,2020,21.78984307,12.40778213,8.068135119,142.5749961
Algeria,1965,0,0,0,0.4
Algeria,1966,0,0,0,0.355
Algeria,1967,0,0,0,0.41
Algeria,1968,0,0,0,0.563
Algeria,1969,0,0,0,0.361
Algeria,1970,0,0,0,0.58
Algeria,1971,0,0,0,0.33
Algeria,1972,0,0,0,0.495
Algeria,1973,0,0,0,0.752
Algeria,1974,0,0,0,0.497
Algeria,1975,0,0,0,0.328
Algeria,1976,0,0,0,0.389
Algeria,1977,0,0,0,0.269
Algeria,1978,0,0,0,0.25
Algeria,1979,0,0,0,0.291
Algeria,1980,0,0,0,0.257
Algeria,1981,0,0,0,0.366
Algeria,1982,0,0,0,0.479
Algeria,1983,0,0,0,0.235
Algeria,1984,0,0,0,0.452
Algeria,1985,0,0,0,0.646
Algeria,1986,0,0,0,0.25
Algeria,1987,0,0,0,0.499
Algeria,1988,0,0,0,0.183
Algeria,1989,0,0,0,0.226
Algeria,1990,0,0,0,0.135
Algeria,1991,0,0,0,0.293
Algeria,1992,0,0,0,0.199
Algeria,1993,0,0,0,0.353
Algeria,1994,0,0,0,0.166
Algeria,1995,0,0,0,0.193
Algeria,1996,0,0,0,0.135
Algeria,1997,0,0,0,0.075
Algeria,1998,0,0,0,0.215
Algeria,1999,0,0,0,0.203
Algeria,2000,0,0,0,0.054
Algeria,2001,0,0,0,0.069
Algeria,2002,0,0,0,0.057
Algeria,2003,0,0,0,0.265
Algeria,2004,0,0,0,0.251
Algeria,2005,0,0,0,0.5553
Algeria,2006,0,0,0,0.2176
Algeria,2007,0,0,0,0.226
Algeria,2008,0,0,0,0.283
Algeria,2009,0,0,0,0.342
Algeria,2010,0,0.0091,0,0.173
Algeria,2011,0,0.01811875,0,0.378
Algeria,2012,0,0.026723014,0,0.389
Algeria,2013,0,0.0286,0,0.099
Algeria,2014,0.001,0.06,0,0.193
Algeria,2015,0.019,0.058,0,0.145
Algeria,2016,0.019052055,0.245,0,0.072
Algeria,2017,0.019,0.504,0,0.056
Algeria,2018,0.01,0.603,0,0.117
Algeria,2019,0.01,0.615,0,0.152
Algeria,2020,0.008,0.6,0,0.05
Argentina,1965,0,0,0,1.225
Argentina,1966,0,0,0,1.241
Argentina,1967,0,0,0,1.271
Argentina,1968,0,0,0,1.498
Argentina,1969,0,0,0,1.344
Argentina,1970,0,0,0.047540991,1.555
Argentina,1971,0,0,0.049864614,1.544
Argentina,1972,0,0,0.064353152,1.504
Argentina,1973,0,0,0.049042434,2.994
Argentina,1974,0,0,0.050067671,5.028
Argentina,1975,0,0,0.054922642,5.201
Argentina,1976,0,0,0.050202792,5.013
Argentina,1977,0,0,0.053855108,5.766
Argentina,1978,0,0,0.054136662,7.752
Argentina,1979,0,0,0.084393763,10.66
Argentina,1980,0,0,0.086251568,15.144
Argentina,1981,0,0,0.0747225,14.685
Argentina,1982,0,0,0.095912465,17.593
Argentina,1983,0,0,0.137314784,18.419
Argentina,1984,0,0,0.097392792,19.88
Argentina,1985,0,0,0.103321614,20.646
Argentina,1986,0,0,0.107078921,21.009
Argentina,1987,0,0,0.108156823,21.841
Argentina,1988,0,0,0.121116047,15.033
Argentina,1989,0,0,0.119376908,12.965
Argentina,1990,0,0,0.106763284,17.876
Argentina,1991,0,0,0.099600404,16.221
Argentina,1992,0,0,0.101865495,19.77905051
Argentina,1993,0,0,0.107438403,23.55547475
Argentina,1994,0,0,0.119290038,27.97278788
Argentina,1995,0,0,0.115592457,28.45812121
Argentina,1996,0.009618,0,0.351397492,25.94518182
Argentina,1997,0.014592,0,0.44563205,33.0299596
Argentina,1998,0.032541,0.000017,0.463881203,32.42178788
Argentina,1999,0.034781,0.000026,0.650455143,26.53007071
Argentina,2000,0.034758,0.000036,0.67501431,34.0340101
Argentina,2001,0.049361,0.000043,0.60932585,41.90326263
Argentina,2002,0.073405,0.000047,0.850248638,41.46705051
Argentina,2003,0.077954,0.000065,1.014079858,39.08008081
Argentina,2004,0.072446,0.00007,0.90029509,35.40287879
Argentina,2005,0.071719665,0.000081,1.074072901,39.35009091
Argentina,2006,0.06964,0.00009,1.567410315,43.624
Argentina,2007,0.061593,0.0001089,1.575708696,37.741
Argentina,2008,0.041951078,0.0001437,1.693536384,37.199
Argentina,2009,0.036831529,0.000076084,1.728756162,40.783
Argentina,2010,0.025351606,0.00008589,2.01325481,40.543
Argentina,2011,0.02659055,0.001614,2.190205828,39.641
Argentina,2012,0.369861999,0.008172967,2.45382161,36.876
Argentina,2013,0.453354876,0.015074079,2.45735005,40.7
Argentina,2014,0.619491,0.015944,2.302025252,40.864
Argentina,2015,0.593334963,0.014683,2.378258598,41.7709
Argentina,2016,0.547359,0.014273,1.963408643,38.25439327
Argentina,2017,0.611567,0.016417,2.383654508,41.54297858
Argentina,2018,1.412743,0.10813,0.473010421,41.64786518
Argentina,2019,4.995966424,0.799697913,0.622944562,37.06678706
Argentina,2020,9.470297617,1.344340935,0.413941191,30.54359219
Asia Pacific,1965,0,0,1.644,156.0895546
Asia Pacific,1966,0,0,1.643,162.3118272
Asia Pacific,1967,0,0,1.424,152.8667474
Asia Pacific,1968,0,0,1.577,168.249119
Asia Pacific,1969,0,0,1.608,174.1638034
Asia Pacific,1970,0,0,1.776704,180.7100104
Asia Pacific,1971,0,0,1.754611,199.2820798
Asia Pacific,1972,0,0,1.785591,205.116013
Asia Pacific,1973,0,0,1.834998,194.011624
Asia Pacific,1974,0,0,2.496269105,217.9046095
Asia Pacific,1975,0,0,2.654334368,232.4442504
Asia Pacific,1976,0,0,2.587064579,233.2533699
Asia Pacific,1977,0,0,2.622443474,227.038314
Asia Pacific,1978,0,0,2.917471368,237.0464094
Asia Pacific,1979,0,0,3.712920421,256.9818747
Asia Pacific,1980,0,0,5.173433158,273.4472188
Asia Pacific,1981,0,0,7.071965421,289.7296902
Asia Pacific,1982,0,0,15.95189475,282.6671874
Asia Pacific,1983,0,0,18.06780657,299.3413708
Asia Pacific,1984,0,0,19.74213741,299.406694
Asia Pacific,1985,0,0,20.79148751,320.0446134
Asia Pacific,1986,0,0,21.68989005,328.1591022
Asia Pacific,1987,0,0,22.00974994,326.8912812
Asia Pacific,1988,0,0,23.82670473,361.7862617
Asia Pacific,1989,0,0,26.24333903,388.0435299
Asia Pacific,1990,0.032323232,0.004,22.33408198,399.2715428
Asia Pacific,1991,0.122000909,0.00945,22.83825194,410.5242724
Asia Pacific,1992,0.22047404,0.0276,23.00633425,401.5246502
Asia Pacific,1993,0.311836667,0.0431,22.89851394,440.2869206
Asia Pacific,1994,0.583588081,0.0534,26.37097959,443.2981976
Asia Pacific,1995,1.121601313,0.070660101,30.90213872,483.4344319
Asia Pacific,1996,0.991205066,0.098160606,31.45602397,473.4094407
Asia Pacific,1997,1.213950041,0.147015452,34.93782766,475.8946677
Asia Pacific,1998,1.489550167,0.202918856,37.54185188,506.6742947
Asia Pacific,1999,2.053249006,0.286266606,41.20269497,500.2429652
Asia Pacific,2000,2.56394698,0.428484426,44.60806485,521.6528876
Asia Pacific,2001,3.517409418,0.608506426,45.24425452,570.4635729
Asia Pacific,2002,4.067013247,0.829111425,47.07413449,578.9087814
Asia Pacific,2003,5.340875855,1.116570608,49.24454746,594.3543015
Asia Pacific,2004,9.1866934,1.463785013,53.02552883,699.1522028
Asia Pacific,2005,12.01919361,1.852540528,60.19216537,727.9606312
Asia Pacific,2006,18.56980713,2.29110778,64.50055645,801.697905
Asia Pacific,2007,24.60313141,2.748389875,71.1346546,852.1739291
Asia Pacific,2008,36.0798946,3.330039168,78.9708115,997.7769593
Asia Pacific,2009,54.84797828,4.382369759,87.28922991,968.0869271
Asia Pacific,2010,81.48419655,6.73715687,99.38898179,1097.622159
Asia Pacific,2011,113.5510876,12.15284375,108.7470051,1117.742583
Asia Pacific,2012,147.7235801,17.52820574,117.6274048,1261.911788
Asia Pacific,2013,188.4721434,32.32084555,129.5574817,1367.364304
Asia Pacific,2014,214.2726871,62.82208136,148.0775123,1521.930169
Asia Pacific,2015,243.0600532,95.346154,165.5571168,1565.604681
Asia Pacific,2016,311.2076135,141.5306366,170.8474133,1628.172172
Asia Pacific,2017,387.0977782,219.8052652,197.4444286,1671.439055
Asia Pacific,2018,461.9517581,309.1100675,221.8257512,1711.995847
Asia Pacific,2019,509.3683071,392.0389961,247.8146462,1791.4782
Asia Pacific,2020,572.6361061,470.2983146,279.0733629,1847.216313
Australia,1965,0,0,0.296,7.689756
Australia,1966,0,0,0.284,7.3450428
Australia,1967,0,0,0.29,7.6057874
Australia,1968,0,0,0.282,7.9505006
Australia,1969,0,0,0.281,8.684121
Australia,1970,0,0,0.261,10.170687
Australia,1971,0,0,0.263,11.5074428
Australia,1972,0,0,0.28,11.5533144
Australia,1973,0,0,0.338,12.2858392
Australia,1974,0,0,0.429,13.8739202
Australia,1975,0,0,0.489,14.8878016
Australia,1976,0,0,0.484,14.1538588
Australia,1977,0,0,0.429,13.5439502
Australia,1978,0,0,0.405,14.6753494
Australia,1979,0,0,0.418,14.2460556
Australia,1980,0,0,0.385,13.4665978
Australia,1981,0,0,0.404,13.8663438
Australia,1982,0,0,0.516,12.770334
Australia,1983,0,0,0.431,12.123648
Australia,1984,0,0,0.441,13.1259488
Australia,1985,0,0,0.456,13.9405106
Australia,1986,0,0,0.46,14.0257988
Australia,1987,0,0,0.47,13.613796
Australia,1988,0,0,0.731,14.3344436
Australia,1989,0,0,0.81,14.253669
Australia,1990,0,0,0.7595,14.7595
Australia,1991,0,0.00545,0.7195,15.6535
Australia,1992,0,0.0121,0.67,15.9415
Australia,1993,0.002,0.0146,0.67,16.387
Australia,1994,0.0055,0.0174,0.6965,16.15
Australia,1995,0.007,0.02115,0.8255,15.631
Australia,1996,0.007,0.0256,0.9465,15.9685
Australia,1997,0.0075,0.03065,0.997,15.9525
Australia,1998,0.018,0.0356,1.081,15.798
Australia,1999,0.043,0.0406,1.1335,16.2815
Australia,2000,0.134,0.04675,0.8895,16.4665
Australia,2001,0.287,0.05415,0.7975,16.1235
Australia,2002,0.53355,0.0583,1.2668,16.095
Australia,2003,0.70405,0.0632,1.6918,16.21055
Australia,2004,0.795,0.07295,2.81525,15.68665
Australia,2005,1.29905,0.08405,3.871,15.4657
Australia,2006,2.1621,0.0975,3.9325,14.9451
Australia,2007,2.8521,0.11375,4.275,13.04895
Australia,2008,3.45845,0.1392,3.6961,11.81515
Australia,2009,4.43775,0.29024203,2.7868,12.64205
Australia,2010,4.985,0.97764828,2.44155,13.746
Australia,2011,6.432,2.04454657,2.57395,19.572
Australia,2012,7.725,2.412,3.09785,17.036
Australia,2013,9.259,3.8474,3.33165,19.089
Australia,2014,9.777,4.952,3.546362,14.484
Australia,2015,11.83300209,6.195524404,3.678061995,14.08659847
Australia,2016,13.03970488,7.439775697,3.627512928,17.6294521
Australia,2017,13.21079043,8.91755657,3.561683859,13.49974762
Australia,2018,16.26195432,12.33254445,3.58814896,17.33836109
Australia,2019,19.47168808,18.2969867,3.467726188,14.1138688
Australia,2020,22.6068918,23.84266127,3.410424136,14.5346444
Austria,1965,0,0,0,16.083
Austria,1966,0,0,0,17.331
Austria,1967,0,0,0,17.698
Austria,1968,0,0,0,18.185
Austria,1969,0,0,0,16.718
Austria,1970,0,0,0,21.2897
Austria,1971,0,0,0,16.8201
Austria,1972,0,0,0,17.2876
Austria,1973,0,0,0,19.2092
Austria,1974,0,0,0,22.7122
Austria,1975,0,0,0,23.7952
Austria,1976,0,0,0,20.5656
Austria,1977,0,0,0,24.9208
Austria,1978,0,0,0,24.9408
Austria,1979,0,0,0,28.0968
Austria,1980,0,0,0,29.1099
Austria,1981,0,0,0,30.8473
Austria,1982,0,0,0,30.8963
Austria,1983,0,0,0,30.6063
Austria,1984,0,0,0,26.849564
Austria,1985,0,0,0,30.775146
Austria,1986,0,0,1.287501,30.903927
Austria,1987,0,0,0.905816,35.387991
Austria,1988,0,0,1.04696,35.304088
Austria,1989,0,0,1.10445,35.08243
Austria,1990,0,0,1.142485,31.509
Austria,1991,0,0,1.225832,31.4434
Austria,1992,0,0,1.329164,34.8484
Austria,1993,0,0.001,1.361111,36.705556
Austria,1994,0,0.001,1.210555,35.7075
Austria,1995,0.001,0.001,1.857221,37.067222
Austria,1996,0.005,0.001,1.589444,34.216111
Austria,1997,0.02,0.002,1.711389,36.105278
Austria,1998,0.045,0.002,1.842777,37.163333
Austria,1999,0.051,0.002,1.596911819,40.6991208
Austria,2000,0.067,0.003,1.52827932,41.83565055
Austria,2001,0.172,0.005,1.667812,40.45548165
Austria,2002,0.203,0.009,1.520444,40.22700281
Austria,2003,0.366,0.015,1.711921,33.21499204
Austria,2004,0.924,0.018,2.05973,36.762283
Austria,2005,1.331276757,0.021018375,2.437154339,37.09513834
Austria,2006,1.752792984,0.022386875,3.237502556,35.65608477
Austria,2007,2.037184927,0.024238375,4.061606911,37.05445286
Austria,2008,2.011257409,0.03011991,4.302304141,38.32949104
Austria,2009,1.954040168,0.04891428,4.277982167,40.89630336
Austria,2010,2.063913736,0.08881314,4.463430081,38.36341829
Austria,2011,1.93623636,0.17406996,4.516752009,34.23908351
Austria,2012,2.462029019,0.33748305,4.608036501,43.80410469
Austria,2013,3.153231562,0.625974,4.584281709,42.0465273
Austria,2014,3.845768035,0.785246,4.336296196,41.01025937
Austria,2015,4.840343102,0.937098,4.503546527,37.05552838
Austria,2016,5.234838273,1.096016,4.691227039,39.84471615
Austria,2017,6.571511136,1.268971,4.920933436,38.293433
Austria,2018,6.030429449,1.455132,4.930195781,37.637911
Austria,2019,7.477363299,1.702093,4.745310238,40.455346
Austria,2020,6.794140175,1.590574729,5.253975479,40.95375978
Azerbaijan,1985,0,0,0,1.3125618
Azerbaijan,1986,0,0,0,0.8043308
Azerbaijan,1987,0,0,0,0.8043308
Azerbaijan,1988,0,0,0,0.6982652
Azerbaijan,1989,0,0,0,0.6982652
Azerbaijan,1990,0,0,0,1.658
Azerbaijan,1991,0,0,0,1.7593
Azerbaijan,1992,0,0,0,1.7473
Azerbaijan,1993,0,0,0,2.426
Azerbaijan,1994,0,0,0,1.83
Azerbaijan,1995,0,0,0,1.556
Azerbaijan,1996,0,0,0,1.537
Azerbaijan,1997,0,0,0,1.712
Azerbaijan,1998,0,0,0,1.951
Azerbaijan,1999,0,0,0,1.506
Azerbaijan,2000,0,0,0,1.534
Azerbaijan,2001,0,0,0,1.301
Azerbaijan,2002,0,0,0,2.02
Azerbaijan,2003,0,0,0,2.47
Azerbaijan,2004,0,0,0,2.755
Azerbaijan,2005,0,0,0,3.0094
Azerbaijan,2006,0,0,0,2.518
Azerbaijan,2007,0,0,0,2.364
Azerbaijan,2008,0,0,0,2.232
Azerbaijan,2009,0.0021,0,0,2.3084
Azerbaijan,2010,0.0005,0,0,3.4463
Azerbaijan,2011,0,0,0,2.6758
Azerbaijan,2012,0,0,0,1.821
Azerbaijan,2013,0.0008,0.0008,0.067,1.4891
Azerbaijan,2014,0.0023,0.0029,0.087,1.2997
Azerbaijan,2015,0.0046,0.0046,0.0909,1.6375
Azerbaijan,2016,0.0228,0.0353,0.08725,1.9593
Azerbaijan,2017,0.0221,0.0372,0.08515,1.7464
Azerbaijan,2018,0.0827,0.03926,0.0811,1.768
Azerbaijan,2019,0.1054,0.0442,0.09795,1.5648
Azerbaijan,2020,0.0951,0.0472,0.098218356,1.068
Bangladesh,1971,0,0,0,0
Bangladesh,1972,0,0,0,0.175
Bangladesh,1973,0,0,0,0.331
Bangladesh,1974,0,0,0,0.243
Bangladesh,1975,0,0,0,0.436
Bangladesh,1976,0,0,0,0.494
Bangladesh,1977,0,0,0,0.437
Bangladesh,1978,0,0,0,0.506
Bangladesh,1979,0,0,0,0.587
Bangladesh,1980,0,0,0,0.583
Bangladesh,1981,0,0,0,0.625
Bangladesh,1982,0,0,0,0.523
Bangladesh,1983,0,0,0,0.662
Bangladesh,1984,0,0,0,0.897
Bangladesh,1985,0,0,0,0.739
Bangladesh,1986,0,0,0,0.45
Bangladesh,1987,0,0,0,0.517
Bangladesh,1988,0,0,0,0.675
Bangladesh,1989,0,0,0,0.92
Bangladesh,1990,0,0,0,0.884
Bangladesh,1991,0,0,0,0.838
Bangladesh,1992,0,0,0,0.796
Bangladesh,1993,0,0,0,0.608
Bangladesh,1994,0,0,0,0.847
Bangladesh,1995,0,0,0,0.372
Bangladesh,1996,0,0,0,0.739
Bangladesh,1997,0,0,0,0.719
Bangladesh,1998,0,0,0,0.865
Bangladesh,1999,0,0,0,0.833
Bangladesh,2000,0,0,0,0.749
Bangladesh,2001,0,0,0,0.993
Bangladesh,2002,0,0.0001,0,0.749
Bangladesh,2003,0,0.0009,0,0.749
Bangladesh,2004,0,0.0019,0,0.749
Bangladesh,2005,0,0.0034,0,0.749
Bangladesh,2006,0.0016,0.0054,0,0.749
Bangladesh,2007,0.0016,0.009,0,0.749
Bangladesh,2008,0.0029,0.0152,0,0.95
Bangladesh,2009,0.0051,0.0251,0.001,0.417
Bangladesh,2010,0.0051,0.0443,0.002,0.729
Bangladesh,2011,0.0051,0.0584,0.003,0.872
Bangladesh,2012,0.0051,0.0909,0.004,0.777
Bangladesh,2013,0.005081,0.129563,0.004993,0.728378728
Bangladesh,2014,0.005081,0.166947,0.006015,0.566453438
Bangladesh,2015,0.005081,0.198389,0.002682,0.898146455
Bangladesh,2016,0.005081,0.219999,0.002877,0.884632595
Bangladesh,2017,0.005081,0.253361,0.002877,1.029528088
Bangladesh,2018,0.005081,0.275068,0.002877,0.865411112
Bangladesh,2019,0.005081,0.349231785,0.002877,0.823091189
Bangladesh,2020,0.005081,0.412784892,0.003035367,0.700670737
Belarus,1985,0,0,0,0.02
Belarus,1986,0,0,0,0.02
Belarus,1987,0,0,0,0.02
Belarus,1988,0,0,0,0.02
Belarus,1989,0,0,0,0.02
Belarus,1990,0,0,0,0.02
Belarus,1991,0,0,0,0.018
Belarus,1992,0,0,0,0.017
Belarus,1993,0,0,0,0.019
Belarus,1994,0,0,0,0.019
Belarus,1995,0,0,0,0.02
Belarus,1996,0,0,0,0.016
Belarus,1997,0,0,0,0.021
Belarus,1998,0,0,0,0.028
Belarus,1999,0,0,0,0.019
Belarus,2000,0,0,0,0.027
Belarus,2001,0,0,0,0.03
Belarus,2002,0,0,0,0.029
Belarus,2003,0,0,0,0.028
Belarus,2004,0.001010101,0,0,0.033
Belarus,2005,0.001,0,0,0.036
Belarus,2006,0.001,0,0.002,0.035
Belarus,2007,0.001,0,0.014,0.035
Belarus,2008,0.001,0,0.033,0.039
Belarus,2009,0.001,0,0.06,0.045
Belarus,2010,0.001,0,0.084,0.045
Belarus,2011,0.004,0,0.095,0.042
Belarus,2012,0.006,0,0.095,0.072
Belarus,2013,0.008,0.0004,0.082,0.138
Belarus,2014,0.009,0.002,0.079,0.121
Belarus,2015,0.039,0.009,0.094,0.111
Belarus,2016,0.073,0.026,0.094,0.142
Belarus,2017,0.097,0.089,0.106,0.406
Belarus,2018,0.099,0.118,0.109,0.324
Belarus,2019,0.166,0.179,0.11,0.351
Belarus,2020,0.183883978,0.181743295,0.11206379,0.353340883
Belgium,1965,0,0,0,0.272
Belgium,1966,0,0,0,0.299
Belgium,1967,0,0,0,0.238
Belgium,1968,0,0,0,0.244
Belgium,1969,0,0,0,0.23
Belgium,1970,0,0,0,0.246
Belgium,1971,0,0,0,0.134
Belgium,1972,0,0,0,0.18
Belgium,1973,0,0,0.116,0.171
Belgium,1974,0,0,0.108,0.24
Belgium,1975,0,0,0.083,0.183
Belgium,1976,0,0,0.057,0.109
Belgium,1977,0,0,0.247,0.224
Belgium,1978,0,0,0.26,0.223
Belgium,1979,0,0,0.315,0.234
Belgium,1980,0,0,0.3,0.278
Belgium,1981,0,0,0.291,0.381
Belgium,1982,0,0,0.046,0.333
Belgium,1983,0,0,0.022,0.336
Belgium,1984,0,0,0.024,0.351
Belgium,1985,0,0,0.053,0.287
Belgium,1986,0,0,0.119,0.343
Belgium,1987,0.006,0,0.142,0.429
Belgium,1988,0.008,0,0.18,0.359
Belgium,1989,0.007,0,0.191,0.305
Belgium,1990,0.007,0,0.282,0.266
Belgium,1991,0.008,0,0.299,0.229
Belgium,1992,0.009,0,0.267,0.341
Belgium,1993,0.008,0,0.245,0.254
Belgium,1994,0.009,0,0.245,0.346
Belgium,1995,0.009,0,0.321,0.338
Belgium,1996,0.008,0,0.314,0.239
Belgium,1997,0.008,0,0.275,0.305
Belgium,1998,0.011,0,0.359,0.389
Belgium,1999,0.013,0,0.496,0.341
Belgium,2000,0.016,0,0.568,0.46
Belgium,2001,0.037,0,0.597,0.441
Belgium,2002,0.057,0,0.721,0.36
Belgium,2003,0.088,0,0.857,0.247
Belgium,2004,0.142,0.001,1.037,0.317
Belgium,2005,0.227,0.001,1.59,0.288
Belgium,2006,0.366,0.002,2.225,0.359
Belgium,2007,0.491,0.006,2.6,0.389
Belgium,2008,0.637,0.042,3.329,0.41
Belgium,2009,0.996,0.166,3.949,0.328
Belgium,2010,1.292,0.56,4.330428,0.312
Belgium,2011,2.312,1.169,4.699934,0.196
Belgium,2012,2.751,2.148,5.202093,0.357
Belgium,2013,3.665,2.644,4.98362,0.38
Belgium,2014,4.6153,2.8862,4.4732,0.2952
Belgium,2015,5.574,3.0563,5.5637,0.3184
Belgium,2016,5.4377,3.0952,5.4499,0.37
Belgium,2017,6.5137,3.3076,5.777,0.2701
Belgium,2018,7.4647,3.9029,5.4708,0.3135
Belgium,2019,9.7256,4.247,5.2409,0.302
Belgium,2020,13.03086657,5.137378997,5.331659266,0.281926695
Brazil,1965,0,0,0,25.515
Brazil,1966,0,0,0,27.906
Brazil,1967,0,0,0,29.189
Brazil,1968,0,0,0,30.55
Brazil,1969,0,0,0,32.692
Brazil,1970,0,0,0.5146915,39.801
Brazil,1971,0,0,0.63339525,43.199
Brazil,1972,0,0,0.716570188,50.681
Brazil,1973,0,0,0.750800375,57.89
Brazil,1974,0,0,0.7851518,65.679
Brazil,1975,0,0,0.867177575,72.287
Brazil,1976,0,0,0.864337725,82.913
Brazil,1977,0,0,1.116845463,93.48
Brazil,1978,0,0,1.331944075,102.746
Brazil,1979,0,0,1.7760194,116.58
Brazil,1980,0,0,1.805508263,128.907
Brazil,1981,0,0,1.873622875,130.765
Brazil,1982,0,0,2.178474475,141.132
Brazil,1983,0,0,2.98445495,151.475
Brazil,1984,0,0,2.851678888,166.593
Brazil,1985,0,0,3.067125589,178.375
Brazil,1986,0,0,3.193932424,182.419
Brazil,1987,0,0,3.565697315,185.6
Brazil,1988,0,0,3.339783794,199.093
Brazil,1989,0,0,3.403162339,204.69
Brazil,1990,0,0,3.8590625,206.708
Brazil,1991,0,0,3.999612563,217.782
Brazil,1992,0,0,4.929360738,223.343
Brazil,1993,0,0,4.983937033,235.065
Brazil,1994,0,0,5.388223649,242.705
Brazil,1995,0,0,5.593740489,253.905
Brazil,1996,0.002,0,6.752709628,265.769
Brazil,1997,0.004,0,7.378950998,278.972
Brazil,1998,0.005,0,7.505233012,291.469
Brazil,1999,0.002,0,8.376002281,293
Brazil,2000,0.001,0,7.855363,304.403
Brazil,2001,0.0349,0,8.990407,267.876
Brazil,2002,0.061,0,10.22614696,286.092
Brazil,2003,0.061,0,11.894463,305.616
Brazil,2004,0.061,0,12.4750557,320.7969068
Brazil,2005,0.0929,0,13.59093928,337.4566739
Brazil,2006,0.237,0,14.84565898,348.80546
Brazil,2007,0.662781836,0,18.06344408,374.0151216
Brazil,2008,1.183,0,19.7862573,369.5564
Brazil,2009,1.238,0,22.87587213,390.988065
Brazil,2010,2.176558,0,31.94237545,403.2898133
Brazil,2011,2.704769,0,32.62904072,428.3329199
Brazil,2012,5.05,0.00098,35.76567086,415.3421755
Brazil,2013,6.575862737,0.004793593,40.97184609,390.992014
Brazil,2014,12.21025167,0.016081802,47.07918279,373.4390605
Brazil,2015,21.62570216,0.058917412,49.88032083,359.7428082
Brazil,2016,33.488872,0.085260592,51.33469956,380.9109424
Brazil,2017,42.37325825,0.831813401,52.91210534,370.9064564
Brazil,2018,48.47514121,3.461434834,54.38223437,388.9710759
Brazil,2019,55.98562168,6.654579083,54.92087661,397.8770566
Brazil,2020,57.01361507,7.958688663,55.36807301,396.7985
Bulgaria,1965,0,0,0,2
Bulgaria,1966,0,0,0,2.01
Bulgaria,1967,0,0,0,2.022
Bulgaria,1968,0,0,0,1.305
Bulgaria,1969,0,0,0,1.839
Bulgaria,1970,0,0,0,2.152
Bulgaria,1971,0,0,0,2.17
Bulgaria,1972,0,0,0,2.095
Bulgaria,1973,0,0,0,2.57
Bulgaria,1974,0,0,0,2.08
Bulgaria,1975,0,0,0,2.453
Bulgaria,1976,0,0,0,2.954
Bulgaria,1977,0,0,0,3.529
Bulgaria,1978,0,0,0,2.909
Bulgaria,1979,0,0,0,3.311
Bulgaria,1980,0,0,0,3.713
Bulgaria,1981,0,0,0,3.618
Bulgaria,1982,0,0,0,3.05
Bulgaria,1983,0,0,0,3.353
Bulgaria,1984,0,0,0,3.26
